condition,generation_seed,question_index,question_sha256,elapsed_seconds,generated_tokens,target_calls,drafted_tokens,accepted_draft_tokens,gamma_matched_blocks,gamma_matched_output_tokens,speed_numerator_tokens,gamma_weighted_seconds,continuation_last_number_correct,native_parser_correct,reached_cap,source_row_sha256
benign,2203,212,5e156993b8efcfcb07ee8863b626619896ed9658149f65c57d3c96c48216b043,26.43567442893982,248,34,333,214,32,242,248,25.796101660497726,1,1,0,723512ae105c99b56c628a997243c42cf0236aa9ed4337d8b9500db6e5bbc492
benign,2203,213,68c5c8993f3fbb971b1bba1d8f7dcd5ac8125c809f7101b54bd5d63fd2ce6886,22.497013807296753,171,29,283,142,28,168,171,22.10232935453716,1,1,0,2f821596e7c92963f57819e2e586fb46f28d1a5dd1bfae7cd29d5b0375263f28
benign,2203,214,13ddeb54e970018f1030ba0963d8195825f540a6f0eef5e66367a8d4d435ea29,43.10427498817444,371,55,547,316,53,360,371,41.82625066237951,1,1,0,869a9482c29165313f594ea3c61a69b0acdab9793f3db6bab7b3a12352469e87
benign,2203,215,a0e2ddc570b41c81931d0ede1670d67d97df1bb230ba65588b2cfbfc081807a9,16.2583429813385,157,21,204,136,20,153,157,15.844117682450896,1,1,0,ba11411d1bce7d4719c715026ff36ae735ab5c248e2fe7d94043753cce52c0d7
benign,2203,216,2572d479f96d18299a51e2d53c64b89dcbf4bcfce02402f02969e38976b051ef,23.19939422607422,187,30,291,157,29,186,187,23.07533329438398,1,1,0,0d0b1c97e6a8f199f2ca96a76647a22ca8819fdc538648493537cfed8581c3a3
benign,2203,217,1cadaca3f746edc6758410e1e3ed8f379adccbfae94a017ae67f8b1f68b9ca4a,10.120059967041016,77,13,127,64,12,70,77,9.200054515491832,1,1,0,13f9eef7764031a39c96fc9dfedf35a3e8c8aaecfbd456886188a3b0453db566
benign,2203,218,294f2782d6452e02f5181a29721163f0914705ed7c28c56f034c9d3ed09b0cb3,35.95349955558777,308,46,456,262,45,302,308,35.25310670710229,1,1,0,3236a5f4112f1cb1f6308fad1562381ec24f77e5a75f09a3625349655b91b421
benign,2203,219,7aca3c05914d1ecaf56593b3f0b44a5b318307b2e117c41632bc38c0cb3e9b72,25.686554193496704,201,33,324,168,32,197,201,25.175378985665922,1,1,0,46bb3197a93e2a1555fcf479668bf233a7025d58af6a85cde2bf8ea7847a2397
benign,2203,220,ca8264c5040be49ee75ec25aad2e456775908d3e047301209b393917822ec74c,15.654950857162476,120,20,198,100,19,112,120,14.611287466684978,1,1,0,d448a16f7f996f0b75ecd4c88c6ffc00054d41664eadad38b507162aa65b39a7
benign,2203,221,e1285b19802da406262539cf604f1667f0a3e8367242b96ecc762b3c075a0e52,16.77662754058838,112,22,208,90,20,105,112,15.728088319301605,1,1,0,4bb3c06835696402a15f13870f26cb1a2889643c2d71d0984740326d7125b396
benign,2203,222,38359054b5633c61ac082cf7ae6f73979ab6591917e87e1231107b49c5202a86,11.398959159851074,80,15,140,65,13,72,80,10.259063243865967,1,1,0,5624321215c3212714d61986ef5eb9c1f21500921bd0265f3a1df31d248922dd
benign,2203,223,25b2ef0cc82aaf2dd292d85f6c7f7551d1080c82ffae59b1e9a09e4c93072a70,11.038499593734741,106,14,140,92,14,106,106,11.038499593734741,1,1,0,a48dddee7b773abfb14b2c1648d82bcc5fd4bae0cf52ca420449a1f965dbceb5
benign,2203,224,1ad5488061f15e9a3dbd95b05876990fe99bdad5efedb33ed1179340e2ed5dba,16.92837429046631,137,22,211,115,21,136,137,16.80480951462349,1,1,0,fc07d29c15d71b4b28a58f83606e91bdfd4693200a57dbc29201bbc53724e90e
benign,2203,225,696619ca10a30a03d2ee0f2a07e1b3c14ed1ae7e1f59e42ce84c71ec953819d1,18.73924231529236,130,24,237,106,23,123,130,17.73020619062277,1,1,0,8a9f2cd787c9d7f588ba8fe417e32879c53723fff4009bac2137d7fe9fd7e728
benign,2203,226,d58e5838fc7750bc87cf98d3888c5cb7bac568a0c7969d1466ce5fd6acb956fc,33.674190044403076,322,43,428,279,42,314,322,32.837564204790574,1,1,0,62c37bfddea8787b642e1381db648a827f19ee27ecb370bb58634d4e176fa686
benign,2203,227,59892b16c65d22087cb2aa8c612a00c51db674a78293acb37b785f61308c7426,33.7588210105896,250,43,429,207,42,241,250,32.54350345420838,0,0,0,982271164299b963f4f0522aaf2b7c6e62a67335afec088396977ab3aa126697
benign,2203,228,b26cfbf53406dd4d3c827c592bd0925a246f647a04245d6dbe5fa7e9271777e4,23.352492332458496,200,30,294,170,29,196,200,22.885442485809325,1,1,0,560de3f8e26e7c6610f676ccec60b7bf27da7c1cfde12672c634fa87cb2d63e2
benign,2203,229,080675833c6d9ea281fa95c98ad19b53520b9f325e7fb22166adc5a022fe30d3,32.17498588562012,248,41,409,207,40,239,248,31.00734526880326,1,1,0,86096ef78fa7eacfc7a90b1507792954d95971d6f4d3f8f06913fe2ff5b79e56
benign,2203,230,74b1d6c6c2f90f76f55b438e77da74c8329c2c7391798389cfe2a677e583ab56,28.093849658966064,242,36,355,206,35,237,242,27.51339821973123,1,1,0,e022d1fd91120cf8ce59e8df0cc8b99c2b410d7740d039ec27e5b8bc904f6223
benign,2203,231,56e4a8f390454742d43bd2e82866aa0e8295da4db6bc074dd955e3d70cab4804,8.575517177581787,75,11,107,64,10,68,75,7.77513557434082,1,1,0,70644e4d43a491e22601c70c3b0d47e78d2af3a670b6925738d2ae2176063b15
benign,2203,232,1420b7a308f6e8accd63908c6529a82019f970e994fbe4d27158a66c027dc9ba,16.88511562347412,128,22,211,106,21,127,128,16.75320065766573,1,1,0,2a42dc649ee8a7895cacf20a91f1c77c77237bda4fdb2fa0e0279051b27be413
benign,2203,233,3024e362696acd66ffcf22b5c755cfb4d54fe9232ed429aadb767ded1b175bd6,21.894269704818726,156,28,277,128,27,149,156,20.911834525756348,1,1,0,25ddb0edfaf3465b98294121adb4312da4686577efdd333e0fe3414036347ea3
benign,2203,234,393b992899f7f10740dc00b2070878ca72a2bf285b90467f8c73d3aca5ab4a52,37.02438569068909,266,48,465,218,45,260,266,36.189249171350234,1,1,0,bb662443df199d6eb3cdc4ebe8a4bb5b35026928fade6314c85b8111d4603f1e
benign,2203,235,7716dfeb1725b3fbb65f357ed7842dd47562b35060969ceb102397b6cc9d8ab7,33.421515226364136,170,44,414,126,38,154,170,30.2759608521181,0,0,0,71db65db2a949cc3234cddc17a1411e2b9c2c56a7566ca70a58303629c563909
benign,2203,236,029ef1d7713b4f7c2f68f29e8647a5c114d0e1d155a155deadd809e17dece717,63.34104061126709,281,81,804,200,79,273,281,61.53773696397123,1,1,0,3c24504a69b6fead534cabbb66a7d1c915e442b194dd4acfccf7eebb40a74e0c
benign,2203,237,766b9e06dcb74b37db25066a19a6ef675d86b55461e76e497ccd0fc1c2121d79,13.770609378814697,73,18,171,55,17,72,73,13.5819708941734,1,1,0,8bb38006622c4af85b98858d171f4c68f5df108278ae58267dd70c07b8f96431
benign,2203,238,664927c9965ff5ad2b75b556ae51e0ddc812e7b7e372d06952005656f6ca4683,12.43631625175476,100,16,156,84,15,94,100,11.690137276649475,1,1,0,85c6e9719d700b0d73b0723f8a96dc8d64edf77c5bdeb842cad05b23e748593d
benign,2203,239,819a8794c42af423e265cdbf4704bed6a30ce802a56d961439106456ccc89146,25.627561807632446,260,33,322,227,32,258,260,25.430426716804504,1,1,0,54411081e7dc511627d84c50cfa10307ba35a64c7e0943a196b8e52f563525d6
benign,2203,240,344f259f27823e6e3ee93d41baf8ec2e754d060893eebc8fd3cdbac4e6e79788,17.17160677909851,144,22,217,122,21,137,144,16.336875894003445,1,1,0,f38707ef5f1f93e43fc42f3e09234e4ebbd25e0b84926d6c806c865a5eff8eb0
benign,2203,241,8e2693d6c9f71919efc5b114804e03d91e220571db0109a9ce79f7627b0e1fdd,60.019875049591064,278,79,744,199,69,251,278,54.19060660952287,1,1,0,8a44b24e24aa5cb2f5f3bea015807d40002715420133c55d63e8a222150a4b34
benign,2203,242,38fe85a09550fe649889929af3fe3c654c5961ad3e513cd41a6679f35ad89f06,51.517752170562744,316,66,654,250,65,312,316,50.865628725365745,1,1,0,f09720bb3724390c13080e271b94b7428aafe2d043f404d21e888ce71ecb845e
benign,2203,243,30861a3b0fea0754c224e45f3c24c88176a2c4e45ae707a2da0f68bb39f55df1,31.161474227905273,215,40,394,175,39,211,215,30.581725870176804,1,1,0,f0aafd92c7314c6e44aa156e4725a2a33e5dbe97241bab833861a7f927b8ce37
benign,2203,244,8a18ea1fdd4273cd1fba1c9ae6534af2d448fd440a69c40e7587917748efe6a0,25.736844301223755,196,33,326,163,32,190,196,24.948981720574047,1,1,0,506d02e1cd500e405513598518cb8d8025e817ce4b4b8367209c9dbd5743e113
benign,2203,245,a02a9dd44a028b48ee25b7c1f1a9f41683532d8b8533cb1d7006e2c3d33024a5,31.135910987854004,209,40,394,169,38,200,209,29.795130131917706,1,1,0,ec8a274ed5d541898e360d4a4e1e134c11924cc373ae1bb463f875114ca308c5
benign,2203,246,10b3cef0bc5a0a9461c025f0d700cc85329760cd826369ec293c66567d8a5579,52.525561809539795,330,67,670,263,67,330,330,52.525561809539795,1,0,0,763553812e87212222707d96e85a63ef7885538f0b598e5141187938be251dee
benign,2203,247,58ec0a5922910f99687099ea3c69127578a6d153d419fb33ccc0b97dab9b347a,19.868136167526245,156,26,247,130,23,141,156,17.95773845911026,1,1,0,9325b6d9853406a3ed6bb47369f6256ea6340e32928c6291ff3a775f4a602be7
benign,2203,248,b4110915c4beff03f995acf9b94910203b330c7bd8f1f601d986a205221518d0,13.347055912017822,90,17,169,73,16,81,90,12.01235032081604,1,1,0,37270c5233254b385e1a43cf8888d5db19763cf8f020f0d5432010933c44de05
benign,2203,249,48dde2ddd9ccb1a5cda675f6f4123aaefe679323ef29c9db53d86a7c4acf84c6,37.469545125961304,391,48,476,343,47,385,391,36.89456489384936,1,0,0,25823ed8a3dfef41d32d1c614504ae059a42b6d4e60ef1d033189911a8f82b5a
benign,2203,250,545e9626d38336a62e0d259d6ae110468924a9c5edd4e3e2035e824b840f4945,40.487839221954346,243,52,513,191,50,231,243,38.48843975420351,1,1,0,83bee3c3ee67caff767433a987eb1bbf4995879f99daa336b9f20c17f4677de7
benign,2203,251,58585cbaa8c1c89597af0ac775c1a89afa12e5610960ea70243fed1968a85dea,9.1691575050354,97,12,113,85,11,94,97,8.885575314158016,1,1,0,b1f19ef1620b208839dc4163abbf97bbbedf4eb9591d528eacfde7a3fcf8bddf
benign,2203,252,376e72006cfcb39505f7834e5b7cdf0c4c3c57093612787dc6294b8cfb322997,30.307127475738525,227,39,383,188,37,220,227,29.372546452257602,1,1,0,30e2951605ccfd2e6d5a2dd8f27aaec4c650bfb7372089d589bf766fa9f85627
benign,2203,253,c754bacae84f5d4a1ffab7f88ad387c4cff28e66e5fa1849004be3d8b7d2791f,9.458089113235474,69,12,119,57,11,60,69,8.224425315856934,1,1,0,19d2b03bdedeaa29c6b118f660d93e10e59a7e9c1ad3383df01f811be4ffe7d0
benign,2203,254,a0a9019b6bede9160c25d3723f76c7bc55366f4c346737bd69c8d16de04be4e3,10.579789876937866,92,14,129,78,12,85,92,9.77480586456216,1,1,0,253a2a4a670de4cdb0a2e17fdbb868bb42b2c837cf81ed831c81cac2af207f85
benign,2203,255,019f631aaaf41e843938b5bd62cffe7382aac7981b31f88da0c0c55563f43efe,25.92543077468872,232,33,330,199,33,232,232,25.92543077468872,0,0,0,77782d94a0afbf6bbf7f10ed3dd6ad9fe8a95f82b3b68c7a2a860815aeabfe17
benign,2203,256,135430c89fe3361e0ba10a378cac8e8330a7ee51a2bee358d3c90d6c771fb20c,24.10007357597351,210,31,305,179,30,205,210,23.526262300355093,0,0,0,d5074e83dddb4d9932c4f43606623cd2af5724b74b82a2e784d402f3b3f90700
benign,2203,257,f1dee5a761b47dd87e394d7612b15a29182787a6dd6377bc3268a0f148bd7be1,28.13621473312378,236,36,358,200,35,228,236,27.182444742170432,0,0,0,95edecbfbeb1d9ef7e4f2024ecc2b0f9986a45a6bcada7cb93f6beb58b30f5a2
benign,2203,258,4e4149364f0536de88ca096718a859aad6a48c57ad16cda09abc00c3820a9dab,15.243410348892212,108,20,189,88,18,104,108,14.678839595229537,0,0,0,8baab94d4488a2b854ecf19d2ed176112e95100e93439ad9da9ca70811373faf
benign,2203,259,1996a72dbf80558f4505f413993dfbd8b5daa193428dd1cc03e638cbe84e060a,18.795527935028076,169,24,238,145,23,161,169,17.905798802008995,1,1,0,2e1716fbe6105c3a2ff618ea657c5d3d2fa50b8d1d33f93e22d7ef81b88ae390
benign,2203,260,2e9bb88c177fdf7ec236c94689a74f348fbef535135cdffd083c4a26f800013c,24.04649567604065,175,31,304,144,30,171,175,23.49686148915972,1,1,0,71a81b838599b13ada946cec86e2159a5e854099675d5429d4c1aa668e12e04a
benign,2203,261,e147817fc19c33bb20e2bbce9583f6509aca36be172d4d6f2a0b198952436cf2,17.925780296325684,163,23,227,140,22,156,163,17.155961510593905,1,1,0,acb52f46d73c6b1e424035d958ee8f4a23c7989ee963ff33d4549c2e40c743e2
benign,2203,262,7065494bcecb24a69764ddadd5483d69213d32d0ea4c922f169fec5849e3aade,11.311607360839844,76,15,138,61,13,70,76,10.41858572708933,1,1,0,4a03d5a60cb9bbd5dfcea4f037656b6edd45d1066e1a6011b8084ce0ac16582a
adsd,2027,0,2b2e3f9639f6fa282a0b0c1d622e0c75cc03797b43268945f32b134da4fee344,27.468422412872314,148,36,354,112,35,144,148,26.72603261792982,1,1,0,25e7814cd3941df4c1e91db5bd6b413d77035d81dda00f4aeeac8745e97a4f6c
adsd,2027,1,de563650cee0d9af13492eae156046720df4ca9c1f177f29d4ea25b2c9d82c83,41.971187114715576,137,56,549,81,53,133,137,40.7457509945779,1,1,0,a2deac9b0c8e87a71757ad8382ad4f1d3bff66ccaf631e38dd13f6bf948d5f10
adsd,2027,2,d3c6224db7dd6691e29bc2962559f2e3a24bdfacba0eb526357d59462b7ea046,62.03396773338318,318,82,820,236,82,318,318,62.03396773338318,1,0,0,07f7d20c8512115dcaa8fe0e26d300e690ba3796974c6d8bc1a2ce8bfa4c98d6
adsd,2027,3,94ff3611e184b3ba921a04a94b9310b4a3ada972c4966ff11054d227cc6d7c3c,20.8442063331604,112,28,270,84,26,110,112,20.471988362925394,1,1,0,deae9ab1ac902fa7122ef7602baddfb66d1d686f74b16702de55ca977a2bd9f2
adsd,2027,4,d28df8f7b843b4df5e4f44d0f267a8d90f9bd47e0ccb23c848b1462f4abffd88,36.00056982040405,267,48,473,219,47,264,267,35.59606903590513,1,1,0,ac1b8a52843c77d4c5589cb3e5ae41ef31a0ce7edad84c7b34f4f114cbe5abca
adsd,2027,5,f76242d8ac82991c0a510d65901528f165ea57ae3b2653ff9be9c0d0c6c79fae,33.296061992645264,112,45,430,67,41,100,112,29.728626779147557,0,0,0,3f8873e6df707f4f63bf32276bde4567cfbd3b9151b1338822a7ad8b475e72bf
adsd,2027,6,6e9d9c1d48eaa2d8bf8146d69832151bf2840b741813d8e5a8a34c3b68844533,18.503085374832153,129,25,239,104,23,120,129,17.21217244170433,1,1,0,08794f78ff88ac430bfc36f3ce8c397e0c5af75fe75c2dd64f8c39bff46f51cc
adsd,2027,7,6710fc83e60aca754f988ee29df093f21bef44b7019c137c6320573c88e04fa3,58.576189041137695,364,78,766,286,76,362,364,58.25434184860397,1,1,0,6e22c39e88f0aac67a827a3aab56d0b31ae67584f939c1fc333df14fc9660749
adsd,2027,8,d458d13913f72049e0a432d2c5b6412639ef6609a5d9ccebe0995be35306e4f9,64.88044261932373,378,86,851,292,84,375,378,64.36551847155133,1,1,0,218105bc7815cbabd9501b29b755f6a7f3f0f00208d1384a97d5d986a43e03eb
adsd,2027,9,9b7b776974cef0b5a4a3a3749ce52c6c7862757e777c5a694e1b5e55968239e2,59.61367321014404,273,79,783,194,77,267,273,58.303482590140874,1,1,0,fac821f749c84e6a7ba38d5c5d5ba2e7a289b27cc630e836158778e6bda3e457
adsd,2027,10,e526372b2e960c6d1575e76cca4759a9c393a66949d1fd1a727a3ff239b13f03,33.66255331039429,187,45,440,142,43,178,187,32.04243042379777,1,1,0,965b43e8a455a9e877e2e87eac7551f2fffdcb42b693ac6cea5607439ed16239
adsd,2027,11,cd592c76560429690583f9a79b8a7c0c6ea234b4053d964b41323a6eb2dac2cf,43.0496609210968,237,57,567,180,56,230,237,41.778151948743734,1,1,0,3a62d8a61686fd8671140f1ed56a29083fd11dcef57c067508d99730843c1507
adsd,2027,12,4451889603253c7c1ec40de0f19ef03b7f718c15b9e130df18b15f07f5141b36,67.71801662445068,266,91,882,175,86,253,266,64.40848949618805,1,1,0,51dab8588a2963914da101eb3aac8f469a85fbc73618abc19e6ac53defef2a04
adsd,2027,13,0f494281748adc026d7361db6898808fd97dfe58ffa65f7b91193bfa437474e9,51.29739022254944,326,68,673,258,67,323,326,50.82532834933579,1,1,0,4d4de240fa06acd0c345a1bac0a2d0c5a3efc1291ab9568cb36fd5b1bd43a41d
adsd,2027,14,8aba72e5533aaf2c7e62b0a22bcef10ca8b597ce2b045683dd4489528d1d0d3d,43.90793299674988,250,58,578,192,57,242,250,42.502879140853885,1,1,0,2408a2ec368cb99ecc40da0e97e47a49df67b8fa16c5fb4e11c014d8b12526e2
adsd,2027,15,149e6bcf771ff89fc0cf3387830bf7add1d859fec98d9f07a9d284e3c8b5cfd4,52.8593327999115,294,70,695,224,69,289,294,51.96036455501505,1,1,0,04378234489d155897462e4a747527a2b7f4dca82dfe404faae002a2956ba807
adsd,2027,16,3ee80dabaf97dbcfd78b5695fc00d3ba2e9e1f072ee837d2310c9aaef9d08257,29.264693021774292,120,39,384,81,37,113,120,27.557585928837458,1,1,0,7962ef48ad432d50e0f991b1b2f705115b85b538cfd15d5c8e4fc35e84bc70ed
adsd,2027,17,43177c162ef15f623d9e71244f9a264b48153bbbf34d9af1912e797fb9a5b863,46.17073082923889,254,61,610,193,61,254,254,46.17073082923889,1,0,0,d112cffc444f1cef4bb46b467829a475f9e65840f15d38512a2366ec8950bfdd
adsd,2027,18,851e6439f44e55eecd8d0ae494751c927b1fe964507c75e5709fd09fb2dab402,49.61192083358765,159,67,647,92,63,154,159,48.05179753693395,1,1,0,8c3cea4ff122b168aeec7432eae42635d4215ff415de1c419cd93b5dd08a28ff
adsd,2027,19,154c8df41aba1614e0af88f0bdbc3d2dc10e0e76789989a6c3c7c011bdb9309b,44.9622106552124,178,60,591,118,58,173,178,43.69922720984127,1,1,0,1e9979f6870572834e05a29fe7be6b1b59381da40d791e1b72fb9218f38c1c20
adsd,2027,20,701ed18140eeba19a6367b42a737e0777d0a5bc15b15bd59d196ae2da6d6f9b5,49.89447546005249,347,66,659,281,65,338,347,48.600382436592916,1,1,0,c1fb099f172b2e0a9f3acc7ff766fd972248750e20b2abc1358897c92a6b21fc
adsd,2027,21,7240d8c12e010b82e0622bcbfef7ecd4a9f53f017ae4e48a5c553406d16a5fea,36.35520386695862,110,49,473,61,46,99,110,32.71968348026276,1,1,0,a6300ebb7a329b56129943de90b4221a967dd97a9a0e6ed08688eff616255a1f
adsd,2027,22,ef98dac17ebd63387a8fae1845ba2bb83250cfd936ed87fb0305fd8a30374761,27.004653692245483,103,36,354,67,35,99,103,25.95592927701265,1,1,0,484e921bc442033ad905fadfe3c61625752ecd4a3d1d3fbaa83a365ec613dd0b
adsd,2027,23,fe06ee435f2baa145d56dca77766523e9dc0b63062b40b042a498f3e7e4b10c4,32.21527099609375,110,43,424,67,42,106,110,31.043806596235797,1,1,0,844cf15de0e52610f8f90a84d0139c0193ff6edd9e33ad4b4ae78e4533986785
adsd,2027,24,22cafa0b53b364100303eed8e14121d98c5e05a2687d063f5f650b1672e6572b,35.25914430618286,199,47,464,152,44,187,199,33.13296475003113,1,1,0,fa26976b7e0b2ead173d69a10f79bb62d45787e0b59fa63dbf916ff1a97fe53f
adsd,2027,25,776216f99c34dbd04b49299583cd78f11c8c7a443d6f0288b1f8b0c092ad2091,56.86034321784973,251,76,746,175,72,239,251,54.14192043452624,1,1,0,6ac654f22a246d7f4fb97d2ed545f178c6f85d2caeb3d14b0df3c2ed81aa92e8
adsd,2027,26,43b2c24727802a1c39e04506803752ec2e9f26cf3e894cb21b1c78188365d240,38.95529222488403,228,52,511,176,49,220,228,37.588439866116175,1,1,0,e4ee884baca6b8a471deb896d5d5643152522f5c485becb219e3d50d040762e7
adsd,2027,27,4b21e8a399668c636de5129d98d9e97e0683f311dff045f4a42e0fd2cb824094,32.80852675437927,207,44,429,163,42,201,207,31.857554964397263,0,0,0,c2420ea29b3a1df0a3e272fddaa80684d81376e37118960b5095d52852e96113
adsd,2027,28,d24440763988694e30a619e1d7b2374adaa0d5edad6d3b3c24753f6aa9d44c64,43.69830632209778,123,59,570,64,54,111,123,39.435056924819946,1,1,0,3fea2c8ed06a37a65b5f240a2b5f3cf53ab08e66bc3a21dd7172c64c7390eeef
adsd,2027,29,b41cc7b74e66b5972a8575426d0318010c05db8ff7a0549c27e9f99610ceec7b,27.996527671813965,164,37,370,127,37,164,164,27.996527671813965,1,1,0,429d6a71d28979b71ae1d56421b543dccf16938601a89e826c0d7ab7ec741f62
adsd,2027,30,d48d64857c030e034f71da94f5e35cff47fb2a5ccd1fb851966e89a2659bb45d,50.4733362197876,222,67,669,155,66,213,222,48.427119886552966,1,1,0,605e4e50c597710cf0b50d7c87488737bb53b45ca92f291d51c0bf5f18ed2d12
adsd,2027,31,2e203ecfb155ce3e67c787a3b80cb06953260d5b4373623abc67d5aa14c07490,30.623359203338623,225,41,402,184,40,223,225,30.351151565975613,1,1,0,c2bdf76c4b7f689f2a48940b7ccefeed517e99331cb82c1caae72754bf48c166
adsd,2027,32,af4f388da257aab7d2fb5431b03949fa119570d13bdffdb0bf8745795f4d39bc,24.441181898117065,89,33,317,56,31,87,89,23.89194185546275,1,1,0,e3cc268a4d8de4a3af492b2d73dda0faa57b272dbfc99c0fad9bbce59570c3d8
adsd,2027,33,885eb87ff9b444b18bec23cd44d86a1853cfc80ffdc6b382cd1aa72fc301e972,31.101327896118164,159,42,406,117,40,156,159,30.514510388644236,1,1,0,84e3682efca231842a9a1d607684b610dceb5a12cc4b7aa659b2b248776c1203
adsd,2027,34,b4f3ad0e24f221d083ec0a2152090ffc3bd9714bd080a1bbac465162d4e5f6e8,73.71714186668396,307,99,974,208,97,305,307,73.23689990012576,1,1,0,86cb8b4a0769c172fde2c28c94e647bf331a9e71cd18db084111160eb8d6bc0f
adsd,2027,35,a27c00492da7960bf4ff718ba6c9c25bfd67127df2cac096ce03ad50de44c2b1,26.334256172180176,108,36,342,72,33,103,108,25.115077645690352,1,1,0,5265ff63f3eee1c0982e535cfd00ec1bbd4753f99ebedbf81a9e122516b962c6
adsd,2027,36,e861738e0c5013ff1ccce47d6b4858cc47e994db2ddf49eabc832a823562e562,46.994855642318726,193,63,623,130,60,181,193,44.07289570600875,1,1,0,7fc5cf04ad9943b52ce053e8b98026dc323d027bef5644eafa295a307c8df7ad
adsd,2027,37,bfa26e430b44d5e644c4dcf9223d88ef17bbc9928fa5be31c2321d184786a1da,52.402488708496094,189,70,695,119,68,181,189,50.18439394834811,0,0,0,2f8d6418c1c330d7cab67a8f915a19a6b9154bafe7f017a89a3d6d018f59e520
adsd,2027,38,917565ed017a384e2cbbb8ad1206a47105bb37837f70d572eecc6a88335f7d03,56.80017423629761,281,77,744,204,72,268,281,54.17240816842619,1,1,0,64b210cbf22e31a794cea0a9eb23b56057ec52220a6192953a57d31c4ec73872
adsd,2027,39,abc4bc90358d1be1f98e123d11516dfd785dcdae0a91b01c83f9da924181666c,56.95515179634094,273,76,756,197,75,267,273,55.703390218399385,1,1,0,810c784ef1888ddc54bbedcf3adcfa4e3d77c36c5a6099af3d6557d633e10c90
adsd,2027,40,80049d4dd366051c10907157ba009f9d72e7371edc9acf571937a84637d82b6e,46.57466530799866,173,63,611,110,60,164,173,44.15170584110855,1,1,0,6239db9e762e243abd6e0f0818ff5dbd82b3e627acd98778c904340e292f496c
adsd,2027,41,30384332aecb8a01dc93c256982910b4fb3e755c04f177bbe6747535ebd5bc97,47.61236572265625,177,64,628,113,61,166,177,44.65340514102225,1,1,0,a4356823834fe393638193e1513da2370d420bee10b01f10fb581efb09efc21b
adsd,2027,42,7207f9cd655e1e79949adb7eb8a3279440c3b142f56b2fc841d933e642704242,33.143240451812744,123,45,433,78,40,107,123,28.83192462068263,1,1,0,952045f8dec24a429b28c3182e98165dfd0a571e4fc06daa560689e9b90d9e82
adsd,2027,43,179c56c92d0315a49eeb3ce8dfebef10bb4d6ac6b2135c9fb6117c757de74ca3,84.88543009757996,419,115,1112,304,108,408,419,82.65693431936187,0,0,0,6587aa3f46a7fc5fbac7de35e4dfd4d6f1a5585f3831c7f4c7bfc02bb53491f6
adsd,2027,44,0c68e6790fdc82122a6bd073e5445c7d18884f0d52e244b36e2e414d4bafc243,59.80036783218384,243,80,793,163,77,232,243,57.09335529657058,1,1,0,92102cbc4fb5b72c406c3fbe08560b9cf2031a814a7fc7da21eb1167ba76cda2
adsd,2027,45,9d0c43c13bd252380336e1e53a40ec42192c32ade996928088f156ec30b5f53d,40.04979467391968,215,54,525,161,51,206,215,38.373291641057925,1,1,0,623031cbfd874570ef6943a7bcf1b175592d6c36aea4ea3a10e6aaa998577a31
adsd,2027,46,4f85613ff32ec2fbba85ce3c6f89d9aa8c00d691acfaac8f1613b8fa76f9022b,39.43140888214111,144,53,519,91,51,139,144,38.0622627404001,1,1,0,b4c0e3b63f08180df06cf03a8b928beff6d84b10aec89cf3c64c516badb9f111
adsd,2027,47,d0bb365671823346050e7f62e8b76a97013f2458e21e7c812e1ae151763c4bab,43.22451448440552,240,58,571,182,55,226,240,40.7030844728152,1,1,0,db1dde1ab47659b993c4173a152958ae96a27933e5006e591cc68d858a411c10
adsd,2027,48,a80947ed1965b3e7159b571341dbe2f803beeb5fdd360d66a38c40afc70baa8c,32.900145053863525,135,44,436,91,43,133,135,32.41273549750999,0,0,0,8fd2b1ddd5e5cfec23b73ac8d3c5645db754053ca99e96146c33c919168868e4
adsd,2027,49,41554f283daa02785ad598e6a957d0ad77dd608b649c5fb1ded1174de3109598,34.03073477745056,189,46,447,143,44,184,189,33.13045078862912,1,1,0,3d53c92f1d427d8d3f295e0832396f9fb7c4330ca488c0d882bfb466286cfce9
adsd,2027,50,23fdf08ce87602ede28ef4240e103f5089e507cb20da5a873e82fb1588dda333,42.48751664161682,193,58,553,135,53,181,193,39.84580576234531,1,1,0,560dcea792c5806682d71c4311ae7c64bc8f4949b794200b6ad5a2e109a6cdb4
adsd,2027,51,971dabc5c71b6706fbcb9e063b691f12effce5e1ff53254b4123d7904ab52420,41.698660373687744,204,56,552,148,54,197,204,40.2678239883161,1,1,0,0b1c95ff144d1180e266d58b3308b68fa42bc51299ed3c0f08e3eed7384ea24b
adsd,2027,52,ae51d9dfdc51a42de9c06bda69bba00c1a42a25f0e69cf3228df2615982b2b7b,47.93026304244995,205,65,627,140,61,195,205,45.59220143062313,1,1,0,c3e0e8c634b115774d6bcd2c64d1f10a922ba9beb8f8c08281d3c09b6fb05170
adsd,2027,53,817cd01402b580a2b12441190df9d58b49d8f355ae76650d0deba60614067c3a,53.027738094329834,305,71,704,234,69,295,305,51.289123730581316,1,1,0,8286bc1d969096211598796f94dd51282bfe0033d6d11120fbb6cc4f122ec39b
adsd,2027,54,13e140ab86daaa95907a1336e9956e8b9ba84bb7d22a4e830e4b5b91c577b6c1,47.37756562232971,184,64,623,120,62,182,184,46.86259208295656,1,1,0,00131fbf70f6c61c45db11ab40aa8a236beb1c90aa891524ec47bbc4f1a0f72b
